"CODCLI";"dcadastro_dias";"d1";"d2";"d3";"dmedia";"ddesvio";"freq";"tgasto";"Y";"VL_DEV";"QT_DEV";"COMPROU";"r";"f";"v";"rfv";"cluster"
5;3893;2;5;5;4;1.73205080756888;336;263142.017;9;233748;11;"S";3;4;4;11;"diamond customers"
10;3919;77;4;11;30.6666666666667;40.2781992315115;428;1004680.061;14;199895;19;"S";3;4;4;11;"diamond customers"
12;3911;7;7;12;8.66666666666667;2.88675134594813;235;155135.942;22;38597;1;"S";3;4;4;11;"diamond customers"
15;3918;8;11;13;10.6666666666667;2.51661147842358;470;217379.808;9;71318;6;"S";3;4;4;11;"diamond customers"
17;3919;25;62;223;103.333333333333;105.272661851657;252;371068.84;NA;55032;3;"N";2;4;4;10;"diamond customers"
24;3687;2515;399;370;1094.66666666667;1230.13020991005;5;9761;NA;0;0;"N";2;1;2;5;"silver customers"
39;3794;132;708;21;287;368.796691959134;245;255707.088;NA;344314;3;"N";1;4;4;9;"diamond customers"
48;1980;5;6;1;4;2.64575131106459;327;744939.736;17;9153741;5;"S";3;4;4;11;"diamond customers"
50;3893;35;22;21;26;7.81024967590665;308;105996.44;72;292817;7;"S";2;4;4;10;"diamond customers"
72;3108;1;2;18;7;9.53939201416946;153;194020.519;20;1555111;11;"S";3;4;4;11;"diamond customers"
75;3914;7;7;7;7;0;176;324944.964;15;1120259;5;"S";3;4;4;11;"diamond customers"
76;1262;7;7;27;13.6666666666667;11.5470053837925;109;127023.983;15;349405;1;"S";3;4;4;11;"diamond customers"
80;3901;7;27;7;13.6666666666667;11.5470053837925;115;137023.59;15;0;0;"S";3;4;4;11;"diamond customers"
81;3901;7;7;7;7;0;174;364078.858;7;225063;4;"S";3;4;4;11;"diamond customers"
86;3871;7;7;7;7;0;140;282869.474;15;445563;3;"S";3;4;4;11;"diamond customers"
88;3892;7;27;7;13.6666666666667;11.5470053837925;127;180108.119;15;518216;3;"S";3;4;4;11;"diamond customers"
96;3892;7;7;20;11.3333333333333;7.50555349946513;97;108715.527;22;65296;1;"S";3;4;4;11;"diamond customers"
103;2022;1;6;5;4;2.64575131106459;309;1033263.664;6;4028146;16;"S";3;4;4;11;"diamond customers"
105;3746;1;1;3;1.66666666666667;1.15470053837925;335;456005.387;5;9694346;18;"S";3;4;4;11;"diamond customers"
112;3911;7;12;23;14;8.18535277187245;249;405871.856;34;775186;10;"S";3;4;4;11;"diamond customers"
120;3911;7;7;35;16.3333333333333;16.1658075373095;280;239799.387;7;572918;4;"S";3;4;4;11;"diamond customers"
122;3911;7;28;14;16.3333333333333;10.6926766215636;267;221617.057;7;248592;4;"S";3;4;4;11;"diamond customers"
123;3915;15;41;28;28;13;354;289078.929;86;6798499;15;"S";1;4;4;9;"diamond customers"
132;3911;7;7;6;6.66666666666667;0.577350269189626;240;220996.677;27;510516;4;"S";3;4;4;11;"diamond customers"
137;3920;65;34;28;42.3333333333333;19.8578280114753;382;396958.645;69;2074343;13;"S";1;4;4;9;"diamond customers"
150;3911;7;7;12;8.66666666666667;2.88675134594813;169;122510.589;49;159362;3;"S";3;4;4;11;"diamond customers"
174;3911;14;1;3;6;7;241;168864.219;57;2632;4;"S";1;4;4;9;"diamond customers"
179;3911;7;7;35;16.3333333333333;16.1658075373095;291;327165.846;27;11015;2;"S";3;4;4;11;"diamond customers"
180;3537;2;3;4;3;1;125;66395.554;29;0;0;"S";3;4;4;11;"diamond customers"
195;3866;49;112;75;78.6666666666667;31.6596483450675;64;13872;NA;230;1;"N";2;3;2;7;"gold customers"
208;3765;97;103;80;93.3333333333333;11.9303534454489;12;3237.24;2374;0;0;"S";1;2;1;4;"bronze customers"
238;3698;4;1;2;2.33333333333333;1.52752523165195;62;52479.232;23;148196;5;"S";3;3;3;9;"diamond customers"
262;3866;18;10;7;11.6666666666667;5.68624070307733;87;37853.24;48;27282;2;"S";1;4;3;8;"gold customers"
275;3835;54;78;36;56;21.0713075057055;89;34065.062;40;0;0;"S";1;4;3;8;"gold customers"
294;3844;5;2;7;4.66666666666667;2.51661147842358;705;1111163.228;2;4392205;18;"S";3;4;4;11;"diamond customers"
308;3631;24;29;3566;1206.33333333333;2043.53280701175;4;2907.44;20;0;0;"S";3;1;1;5;"silver customers"
327;3379;14;20;22;18.6666666666667;4.16333199893227;139;217307.959;75;50433;2;"S";1;4;4;9;"diamond customers"
338;3901;7;7;7;7;0;68;52878.885;7;94413;1;"S";3;3;3;9;"diamond customers"
356;3897;27;82;15;41.3333333333333;35.7258076652346;253;353986.265;199;477483;4;"S";1;4;4;9;"diamond customers"
387;3799;16;14;505;178.333333333333;282.903399296179;43;40316.518;NA;133496;3;"N";3;3;3;9;"diamond customers"
396;3130;14;7;2;7.66666666666667;6.02771377334171;22;23783.713;NA;818;1;"N";1;2;3;6;"silver customers"
405;1980;36;27;1;21.3333333333333;18.1750745069541;177;177793.667;28;2570116;2;"S";3;4;4;11;"diamond customers"
410;3918;13;1;8;7.33333333333333;6.02771377334171;903;3835881.892;34;8608664;49;"S";3;4;4;11;"diamond customers"
423;3919;40;19;11;23.3333333333333;14.9777612924406;325;93878.213;8;1824741;23;"S";2;4;4;10;"diamond customers"
429;3577;19;1;12;10.6666666666667;9.07377172587747;493;318176.331;20;1450668;16;"S";3;4;4;11;"diamond customers"
431;3914;14;206;172;130.666666666667;102.45649483236;106;57164.078;69;176;3;"S";1;4;3;8;"gold customers"
434;3920;113;71;22;68.6666666666667;45.544849690534;310;182645.442;95;18846;20;"S";1;4;4;9;"diamond customers"
437;3694;2;5;14;7;6.2449979983984;55;230021.45;21;780796;5;"S";3;3;4;10;"diamond customers"
438;3880;42;13;62;39;24.6373699895098;96;104190.29;74;196;2;"S";2;4;4;10;"diamond customers"
459;3911;15;55;205;91.6666666666667;100.166528008778;93;20163.449;13;0;0;"S";3;4;3;10;"diamond customers"
462;3911;18;14;75;35.6666666666667;34.1223289552946;89;73992.99;NA;49248;1;"N";1;4;4;9;"diamond customers"
463;3702;144;2032;566;914;990.940966960192;22;7586.59;NA;0;0;"N";2;2;2;6;"silver customers"
482;2009;11;1;20;10.6666666666667;9.50438495292217;252;332405.889;3;1205757;7;"S";3;4;4;11;"diamond customers"
490;1875;6;27;58;30.3333333333333;26.1597655443112;30;10256;30;0;0;"S";2;3;2;7;"gold customers"
497;3752;13;8;13;11.3333333333333;2.88675134594813;39;19465.308;8;0;0;"S";2;3;2;7;"gold customers"
541;3803;76;12;23;37;34.2198772645373;175;81625.671;66;62728;5;"S";2;4;4;10;"diamond customers"
562;1423;8;819;175;334;428.241754152955;37;18672.988;NA;590209;3;"N";3;3;2;8;"gold customers"
593;3107;1;6;1;2.66666666666667;2.88675134594813;126;163862.755;6;271932;5;"S";3;4;4;11;"diamond customers"
601;3905;4;35;1;13.3333333333333;18.8237438713273;102;84896.24;8;1309;1;"S";3;4;4;11;"diamond customers"
611;3920;1;8;6;5;3.60555127546399;266;68427.576;8;178603;13;"S";3;4;4;11;"diamond customers"
652;3920;4;1;6;3.66666666666667;2.51661147842358;339;148356.252;3;56532;9;"S";2;4;4;10;"diamond customers"
672;3834;1;18;13;10.6666666666667;8.7368949480541;297;134315.393;NA;103007;9;"N";3;4;4;11;"diamond customers"
684;3921;28;19;2;16.3333333333333;13.2035348802256;347;169074.176;45;502843;24;"S";2;4;4;10;"diamond customers"
685;3911;126;63;79;89.3333333333333;32.7465010853577;104;86517.443;55;42073;1;"S";1;4;4;9;"diamond customers"
690;1645;109;19;84;70.6666666666667;46.4578662158878;93;40063;19;1643;2;"S";3;4;3;10;"diamond customers"
703;1665;89;106;23;72.6666666666667;43.844421918111;22;7260.935;NA;0;0;"N";2;2;2;6;"silver customers"
715;3918;5;1;7;4.33333333333333;3.05505046330389;49;103378.78;7;384;1;"S";3;3;4;10;"diamond customers"
716;3921;1;4;2;2.33333333333333;1.52752523165195;587;797635.532;3;7662529;16;"S";3;4;4;11;"diamond customers"
739;3906;6;1;6;4.33333333333333;2.88675134594813;556;769173.621;10;1071444;14;"S";2;4;4;10;"diamond customers"
740;3915;1;4;2;2.33333333333333;1.52752523165195;570;776841.307;10;563621;10;"S";3;4;4;11;"diamond customers"
741;3887;2;3;3;2.66666666666667;0.577350269189626;517;935608.174;2;6452899;29;"S";3;4;4;11;"diamond customers"
765;3920;5;7;9;7;2;594;251315.052;9;345863;9;"S";3;4;4;11;"diamond customers"
775;3815;5;14;12;10.3333333333333;4.72581562625261;52;20060.558;8;1529;1;"S";2;3;3;8;"gold customers"
796;3500;43;28;15;28.6666666666667;14.0118997046558;117;46537.711;NA;217;1;"N";3;4;3;10;"diamond customers"
801;3137;7;7;13;9;3.46410161513775;296;204273.063;38;10456;3;"S";2;4;4;10;"diamond customers"
802;1989;12;9;5;8.66666666666667;3.51188458428425;168;101547.445;8;1187881;11;"S";3;4;4;11;"diamond customers"
815;2884;332;28;33;131;174.089057668769;11;3336.304;NA;91498;2;"N";1;2;1;4;"bronze customers"
824;3906;4;3;3;3.33333333333333;0.577350269189626;957;616529.638;3;2562;5;"S";2;4;4;10;"diamond customers"
834;3919;7;7;7;7;0;212;148257.777;3;24032;18;"S";2;4;4;10;"diamond customers"
845;2058;125;141;31;99;59.4306318324145;20;4375.35;NA;0;0;"N";2;2;1;5;"silver customers"
847;243;5;29;35;23;15.8745078663875;9;7948.43;24;0;0;"S";2;1;2;5;"silver customers"
878;2394;30;32;49;37;10.4403065089106;98;30688.036;56;0;0;"S";2;4;3;9;"diamond customers"
892;3773;41;1322;43;468.666666666667;739.009021144758;57;35999.38;NA;1266;1;"N";1;3;3;7;"gold customers"
947;1876;11;22;30;21;9.53939201416946;30;48077.167;9;37744;1;"S";3;3;3;9;"diamond customers"
953;2253;2;36;20;19.3333333333333;17.0098010962308;83;43284.962;77;35719;6;"S";1;3;3;7;"gold customers"
958;3922;106;56;29;63.6666666666667;39.0683162336609;133;58574.865;55;21631;4;"S";2;4;3;9;"diamond customers"
963;3891;8;34;14;18.6666666666667;13.6137185711081;143;37712.724;21;9072;2;"S";2;4;3;9;"diamond customers"
968;3824;62;63;21;48.6666666666667;23.9652526240249;183;81926.284;NA;112696;12;"N";2;4;4;10;"diamond customers"
1000;155;26;17;27;23.3333333333333;5.5075705472861;7;23829;49;2970;1;"S";2;1;3;6;"silver customers"
1028;3444;14;1;4;6.33333333333333;6.80685928555405;124;473788.652;33;11071968;11;"S";2;4;4;10;"diamond customers"
1033;3925;8;13;14;11.6666666666667;3.21455025366432;318;77432.67;20;179621;9;"S";2;4;4;10;"diamond customers"
1034;1842;3;20;61;28;29.8161030317511;47;146012.826;NA;0;0;"N";3;3;4;10;"diamond customers"
1054;3921;8;7;24;13;9.53939201416946;214;109389.558;NA;154044;7;"N";3;4;4;11;"diamond customers"
1114;3912;5;13;24;14;9.53939201416946;412;194902.871;7;867212;27;"S";2;4;4;10;"diamond customers"
1134;3920;14;7;13;11.3333333333333;3.78593889720018;115;39929.956;NA;91574;3;"N";2;4;3;9;"diamond customers"
1144;3922;22;20;23;21.6666666666667;1.52752523165195;305;157488.135;NA;206898;14;"N";2;4;4;10;"diamond customers"
1167;3913;7;7;6;6.66666666666667;0.577350269189626;445;174149.236;7;289573;5;"S";3;4;4;11;"diamond customers"
1171;3915;22;14;5;13.6666666666667;8.50490054811538;168;60598.526;26;220172;2;"S";3;4;3;10;"diamond customers"
1179;3908;20;434;92;182;221.187703094001;82;31031.544;NA;31554;1;"N";1;3;3;7;"gold customers"
1213;3922;9;7;12;9.33333333333333;2.51661147842358;390;209854.785;17;362719;14;"S";3;4;4;11;"diamond customers"
1215;3642;1;7;7;5;3.46410161513775;32;23140.444;2;31827;1;"S";3;3;3;9;"diamond customers"
1220;3922;6;6;29;13.6666666666667;13.2790561913614;593;318030.553;2;1010016;25;"S";3;4;4;11;"diamond customers"
1226;3912;23;27;2016;688.666666666667;1149.5061258355;94;83003.56;27;3486692;13;"S";3;4;4;11;"diamond customers"
1233;3920;27;11;25;21;8.71779788708135;304;105353.69;15;243318;9;"S";3;4;4;11;"diamond customers"
1236;3922;48;14;5;22.3333333333333;22.6789182575654;105;49159.266;48;375457;4;"S";3;4;3;10;"diamond customers"
1253;3907;223;114;112;149.666666666667;63.5164020811423;36;17562.151;NA;38183;3;"N";2;3;2;7;"gold customers"
1256;3920;21;39;23;27.6666666666667;9.86576572463249;221;63629.258;23;20396;2;"S";2;4;4;10;"diamond customers"
1281;3920;26;6;1;11;13.228756555323;75;42152.056;43;67842;2;"S";2;3;3;8;"gold customers"
1310;1524;21;5;1221;415.666666666667;697.48500581255;10;9422.312;77;27392;1;"S";1;1;2;4;"bronze customers"
1331;3887;41;8;74;41;33;105;60644.93;57;882;2;"S";2;4;3;9;"diamond customers"
1447;3894;5;7;2;4.66666666666667;2.51661147842358;746;582390.513;2;722727;16;"S";3;4;4;11;"diamond customers"
1449;3288;81;21;16;39.3333333333333;36.1708906903512;247;97417.808;240;89917;12;"S";1;4;4;9;"diamond customers"
1453;3892;26;6;23;18.3333333333333;10.785793124909;149;57294.449;17;216697;3;"S";2;4;3;9;"diamond customers"
1462;3880;4;42;11;19;20.2237484161567;222;89332.401;44;468971;10;"S";2;4;4;10;"diamond customers"
1467;3876;9;1523;86;539.333333333333;852.749865630792;45;20084.964;62;0;0;"S";1;3;3;7;"gold customers"
1480;3879;33;30;46;36.3333333333333;8.50490054811538;246;533297.329;38;1510928;7;"S";2;4;4;10;"diamond customers"
1481;3871;14;12;23;16.3333333333333;5.85946527708232;520;270769.594;16;8366;6;"S";2;4;4;10;"diamond customers"
1490;3877;14;17;11;14;3;46;74032.949;21;0;0;"S";2;3;4;9;"diamond customers"
1513;3862;19;28;5;17.3333333333333;11.5902257671425;72;155019.56;25;0;0;"S";2;3;4;9;"diamond customers"
1517;3858;7;7;7;7;0;197;95400.387;7;76332;4;"S";2;4;4;10;"diamond customers"
1529;3676;7;8;10;8.33333333333333;1.52752523165195;270;116773.54;8;70731;8;"S";3;4;4;11;"diamond customers"
1546;3837;62;71;62;65;5.19615242270663;86;20615.405;62;21604;3;"S";2;4;3;9;"diamond customers"
1564;3824;2;19;7;9.33333333333333;8.7368949480541;51;15876.373;NA;123794;1;"N";3;3;2;8;"gold customers"
1576;3817;3;3;5;3.66666666666667;1.15470053837925;556;222703.546;3;1100692;34;"S";2;4;4;10;"diamond customers"
1616;3792;5;4;3;4;1;630;566239.886;2;762733;15;"S";3;4;4;11;"diamond customers"
1627;3787;29;24;17;23.3333333333333;6.02771377334171;196;52092.425;27;0;0;"S";3;4;3;10;"diamond customers"
1628;3788;77;32;50;53;22.6495033058122;188;94217.045;42;676143;9;"S";2;4;4;10;"diamond customers"
1631;3786;15;6;8;9.66666666666667;4.72581562625261;420;139984.246;8;334107;9;"S";3;4;4;11;"diamond customers"
1637;3409;770;73;10;284.333333333333;421.777587518983;46;9801.041;NA;81819;2;"N";3;3;2;8;"gold customers"
1660;3765;2078;244;96;806;1104.06702695081;11;2286.42;296;0;0;"S";1;2;1;4;"bronze customers"
1661;3765;2078;97;147;774;1129.57381343585;11;2444.24;296;0;0;"S";1;2;1;4;"bronze customers"
1663;3765;340;123;61;174.666666666667;146.500284413831;7;1282.33;2374;0;0;"S";1;1;1;3;"bronze customers"
1665;3765;2078;340;1079;1165.66666666667;872.235251141189;4;891.8;296;0;0;"S";1;1;1;3;"bronze customers"
1666;3757;2078;97;48;741;1158.13513891946;10;1898.42;296;0;0;"S";1;1;1;3;"bronze customers"
1668;3765;2078;97;48;741;1158.13513891946;13;3270.32;296;0;0;"S";1;2;1;4;"bronze customers"
1669;3757;145;99;96;113.333333333333;27.4651294068194;9;1647.52;2374;0;0;"S";1;1;1;3;"bronze customers"
1670;3765;2078;97;103;759.333333333333;1142.00277290965;12;3110.334;296;0;0;"S";1;2;1;4;"bronze customers"
1671;3757;2078;145;195;806;1101.86795942164;9;1973.6;296;0;0;"S";1;1;1;3;"bronze customers"
1672;3757;97;147;96;113.333333333333;29.1604755333882;10;2263.5;2374;0;0;"S";1;1;1;3;"bronze customers"
1673;3757;97;243;123;154.333333333333;77.880249956798;9;1525.42;2374;0;0;"S";1;1;1;3;"bronze customers"
1674;3757;2078;145;55;759.333333333333;1142.88509192015;12;2532.52;296;0;0;"S";1;2;1;4;"bronze customers"
1675;3757;200;44;96;113.333333333333;79.4313120459012;12;2539.32;2374;0;0;"S";1;2;1;4;"bronze customers"
1678;3757;97;48;98;81;28.5832118559129;11;2655.14;2374;0;0;"S";1;2;1;4;"bronze customers"
1679;3757;340;123;61;174.666666666667;146.500284413831;7;1352.23;2374;0;0;"S";1;1;1;3;"bronze customers"
1681;3757;2078;97;243;806;1104.00045289846;10;1634.42;296;0;0;"S";1;1;1;3;"bronze customers"
1752;3752;13;15;20;16;3.60555127546399;150;30221.781;NA;3938;2;"N";2;4;3;9;"diamond customers"
1798;3711;91;148;521;253.333333333333;233.551564613328;26;8959.162;NA;86839;3;"N";2;2;2;6;"silver customers"
1809;3709;80;119;117;105.333333333333;21.9620885467055;12;6607.8;53;0;0;"S";3;2;2;7;"gold customers"
1816;3703;181;3;10;64.6666666666667;100.808399120973;368;822988.262;NA;1857714;14;"N";2;4;4;10;"diamond customers"
1845;3687;2;5;7;4.66666666666667;2.51661147842358;69;32948.795;8;1206;3;"S";3;3;3;9;"diamond customers"
1863;3668;48;21;22;30.3333333333333;15.3079500042734;244;161307.133;NA;145945;6;"N";1;4;4;9;"diamond customers"
1870;3668;7;14;28;16.3333333333333;10.6926766215636;231;105061.604;21;3029;5;"S";3;4;4;11;"diamond customers"
1872;3667;7;1;7;5;3.46410161513775;481;450362.432;5;569419;23;"S";3;4;4;11;"diamond customers"
1903;1090;6;13;7;8.66666666666667;3.78593889720018;155;584821.613;7;1213967;6;"S";3;4;4;11;"diamond customers"
1916;1709;25;8;9;14;9.53939201416946;237;121215.709;9;130542;5;"S";2;4;4;10;"diamond customers"
1942;3537;1;20;20;13.6666666666667;10.9696551146029;168;456718.035;13;8657;1;"S";3;4;4;11;"diamond customers"
1947;3599;73;2720;36;943;1539.03833610472;10;7876.915;NA;0;0;"N";3;1;2;6;"silver customers"
1957;3633;360;68;1161;529.666666666667;565.908414262709;5;2000.65;2086;0;0;"S";1;1;1;3;"bronze customers"
1961;3633;4;3;4;3.66666666666667;0.577350269189626;232;299515.853;7;296504;8;"S";2;4;4;10;"diamond customers"
1962;3633;4;4;12;6.66666666666667;4.61880215351701;301;157645.295;14;671523;17;"S";3;4;4;11;"diamond customers"
1970;3631;45;33;33;37;6.92820323027551;39;6627.992;48;0;0;"S";1;3;2;6;"silver customers"
2020;3619;13;14;15;14;1;52;59789.187;7;38194;1;"S";2;3;3;8;"gold customers"
2035;3612;28;47;28;34.3333333333333;10.9696551146029;42;87319.85;NA;860782;3;"N";1;3;4;8;"gold customers"
2036;2704;70;41;45;52;15.7162336455017;41;61864.096;41;1492;2;"S";3;3;4;10;"diamond customers"
2038;3599;13;29;26;22.6666666666667;8.50490054811538;95;183135.392;22;421008;3;"S";2;4;4;10;"diamond customers"
2039;3612;7;7;7;7;0;113;85072.595;7;14265;4;"S";2;4;4;10;"diamond customers"
2085;3589;7;10;2;6.33333333333333;4.04145188432738;110;53165.673;28;444938;9;"S";3;4;3;10;"diamond customers"
2101;3589;39;17;18;24.6666666666667;12.4230967690561;38;25222.887;52;532545;3;"S";2;3;3;8;"gold customers"
2106;3585;4;3;7;4.66666666666667;2.08166599946613;275;762306.82;8;8169093;18;"S";3;4;4;11;"diamond customers"
2161;3555;26;134;54;71.3333333333333;56.0475988186232;64;98419.716;38;302258;4;"S";2;3;4;9;"diamond customers"
2169;3551;9;7;12;9.33333333333333;2.51661147842358;329;216053.5;7;177094;7;"S";3;4;4;11;"diamond customers"
2174;3550;8;6;20;11.3333333333333;7.57187779440036;144;58131.481;35;246869;7;"S";3;4;3;10;"diamond customers"
2202;3456;52;140;52;81.3333333333333;50.8068236886871;73;80518.597;NA;63377;2;"N";3;3;4;10;"diamond customers"
2220;3527;10;4;7;7;3;70;41665.755;7;4285;3;"S";2;3;3;8;"gold customers"
2221;3527;4;2;5;3.66666666666667;1.52752523165195;509;362705.603;3;2172553;36;"S";3;4;4;11;"diamond customers"
2236;3522;64;21;136;73.6666666666667;58.1062245661627;20;8348.508;78;3617;3;"S";1;2;2;5;"silver customers"
2246;3516;35;7;18;20;14.1067359796659;122;23809.349;28;22334;1;"S";2;4;3;9;"diamond customers"
2251;3514;22;42;98;54;39.3954312071844;76;33240.73;41;29352;1;"S";3;3;3;9;"diamond customers"
2256;2060;29;854;273;385.333333333333;423.816391062608;49;16774.971;NA;0;0;"N";2;3;2;7;"gold customers"
2265;3500;48;3;41;30.6666666666667;24.214320831552;148;293152.767;20;330;1;"S";3;4;4;11;"diamond customers"
2278;3457;85;145;86;105.333333333333;34.3559795862865;67;33715.086;41;1356954;8;"S";3;3;3;9;"diamond customers"
2281;3498;31;14;33;26;10.4403065089106;37;24460.785;74;0;0;"S";1;3;3;7;"gold customers"
2293;1661;34;23;26;27.6666666666667;5.68624070307733;64;67847.593;34;89;1;"S";2;3;4;9;"diamond customers"
2322;3480;43;49;69;53.6666666666667;13.6137185711081;175;220695.405;487;1938047;6;"S";1;4;4;9;"diamond customers"
2331;3367;6;2;4;4;2;185;493835.068;16;354474;10;"S";3;4;4;11;"diamond customers"
2332;2987;20;12;28;20;8;60;51678.016;42;380;1;"S";1;3;3;7;"gold customers"
2369;3457;88;45;18;50.3333333333333;35.3034464795342;68;35663.827;NA;32027;7;"N";2;3;3;8;"gold customers"
2382;3450;30;2;3;11.6666666666667;15.8850034099251;132;457321.24;31;18376913;12;"S";3;4;4;11;"diamond customers"
2388;3449;6;15;5;8.66666666666667;5.5075705472861;114;81744.507;43;107541;11;"S";3;4;4;11;"diamond customers"
2426;3430;8;26;56;30;24.2487113059643;14;20929.591;NA;0;0;"N";1;2;3;6;"silver customers"
2447;3416;2624;22;10;885.333333333333;1505.74145633749;21;6399.08;NA;10581;1;"N";1;2;2;5;"silver customers"
2469;3355;50;99;112;87;32.6955654485436;127;62666.03;84;113129;4;"S";2;4;4;10;"diamond customers"
2482;3401;19;1;13;11;9.16515138991168;471;2494431.86;7;840794;16;"S";2;4;4;10;"diamond customers"
2501;3380;6;7;7;6.66666666666667;0.577350269189626;197;141664.707;8;825253;20;"S";3;4;4;11;"diamond customers"
2509;3375;245;127;226;199.333333333333;63.3587668230162;31;5733.95;NA;8078;3;"N";3;3;1;7;"gold customers"
2548;3339;7;42;7;18.6666666666667;20.2072594216369;58;14974.792;30;0;0;"S";2;3;2;7;"gold customers"
2550;1078;28;32;37;32.3333333333333;4.50924975282289;42;9405.216;70;845;1;"S";1;3;2;6;"silver customers"
2598;3316;14;18;9;13.6666666666667;4.50924975282289;275;220128.32;10;39118;4;"S";2;4;4;10;"diamond customers"
2638;3292;26;58;20;34.6666666666667;20.4287379280594;134;85915.06;NA;0;0;"N";1;4;4;9;"diamond customers"
2641;3289;10;8;13;10.3333333333333;2.51661147842358;76;60934.384;7;8144;6;"S";3;3;3;9;"diamond customers"
2679;3263;208;4;38;83.3333333333333;109.294708624587;24;69490.45;41;657;1;"S";2;2;4;8;"gold customers"
2680;3263;7;21;14;14;7;115;32480.456;1435;10672;1;"S";1;4;3;8;"gold customers"
2732;3241;99;20;36;51.6666666666667;41.7652167878168;65;19680.668;34;262917;4;"S";3;3;2;8;"gold customers"
