CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,ultcompjanela,clr,clf,clv,rfv,cluster
1648,3242,7,7,7,7,0,2368,120,33005.37,2017-08-07,2,1,1,4,low value costumers
1650,3771,29,13,24,22,8.18535277187245,1700,56,30408.329999999998,2019-06-06,2,1,1,4,low value costumers
1652,3772,3,5,2,3.33333333333333,1.5275252316519468,3044,58,8312.92,2015-10-01,0,1,1,2,low value costumers
1653,3768,63,159,245,155.666666666667,91.04577603235272,2808,29,12089.96,2016-05-24,0,2,1,3,low value costumers
1654,3768,18,23,91,44,40.779897008207364,3242,33,12672.19,2015-03-17,0,2,1,3,low value costumers
1656,3767,538,82,52,224,272.34536897109155,1563,48,16033.28,2019-10-21,2,2,1,5,mid value costumers
1657,3655,69,347,24,146.666666666667,174.9466585372048,3215,4,894.74,2015-04-13,0,2,1,3,low value costumers
1658,3765,17,25,28,23.3333333333333,5.686240703077327,2921,71,18411.29,2016-02-01,0,1,1,2,low value costumers
1659,3765,5,7,7,6.33333333333333,1.1547005383792515,2577,85,71016.15,2017-01-10,0,1,1,2,low value costumers
1660,3765,2078,244,96,806,1104.0670269508098,268,11,2286.42,2023-05-08,3,2,1,6,mid value costumers
1661,3765,2078,97,147,774,1129.5738134358462,268,11,2444.2400000000002,2023-05-08,3,2,1,6,mid value costumers
1662,3759,6,16,5,9,6.082762530298219,3227,25,7205.88,2015-04-01,0,2,1,3,low value costumers
1663,3765,340,123,61,174.666666666667,146.50028441383085,2346,7,1282.33,2017-08-29,2,2,1,5,mid value costumers
1664,3765,2078,340,184,867.333333333333,1051.3654613564843,268,8,1508.42,2023-05-08,3,2,1,6,mid value costumers
1665,3765,2078,340,1079,1165.66666666667,872.2352511411892,268,4,891.8,2023-05-08,3,2,1,6,mid value costumers
1666,3757,2078,97,48,741,1158.1351389194613,268,10,1898.42,2023-05-08,3,2,1,6,mid value costumers
1668,3765,2078,97,48,741,1158.1351389194613,268,13,3270.32,2023-05-08,3,2,1,6,mid value costumers
1669,3757,145,99,96,113.333333333333,27.465129406819358,2346,9,1647.52,2017-08-29,2,2,1,5,mid value costumers
1670,3765,2078,97,103,759.333333333333,1142.0027729096516,268,12,3110.7,2023-05-08,3,2,1,6,mid value costumers
1671,3757,2078,145,195,806,1101.867959421636,268,9,1973.6,2023-05-08,3,2,1,6,mid value costumers
1672,3757,97,147,96,113.333333333333,29.160475533388226,2346,10,2263.5,2017-08-29,2,2,1,5,mid value costumers
1673,3757,97,243,123,154.333333333333,77.88024995679798,2346,9,1525.42,2017-08-29,2,2,1,5,mid value costumers
1674,3757,2078,145,55,759.333333333333,1142.8850919201516,268,12,2532.52,2023-05-08,3,2,1,6,mid value costumers
1675,3757,200,44,96,113.333333333333,79.43131204590122,2346,12,2539.32,2017-08-29,2,2,1,5,mid value costumers
1676,3757,340,184,124,216,111.49887891813083,2346,6,1011.4200000000001,2017-08-29,2,2,1,5,mid value costumers
1677,3757,97,243,184,174.666666666667,73.44612537999083,2346,8,1132.7,2017-08-29,2,2,1,5,mid value costumers
1678,3757,97,48,98,81,28.583211855912904,2346,11,2655.14,2017-08-29,2,2,1,5,mid value costumers
1679,3757,340,123,61,174.666666666667,146.50028441383085,2346,7,1352.23,2017-08-29,2,2,1,5,mid value costumers
1680,3757,123,382,566,357,222.55561102789568,2686,4,657.8,2016-09-23,0,2,1,3,low value costumers
1681,3757,2078,97,243,806,1104.0004528984578,268,10,1634.42,2023-05-08,3,2,1,6,mid value costumers
1683,3760,46,35,417,166,217.44194627532195,2388,44,16433.37,2017-07-18,2,2,1,5,mid value costumers
1688,3640,35,23,27,28.3333333333333,6.110100926607787,3386,17,5829.04,2014-10-24,0,2,1,3,low value costumers
1689,3759,19,14,2,11.6666666666667,8.736894948054104,3598,21,8125.679999999999,2014-03-26,0,2,1,3,low value costumers
1692,3744,32,101,33,55.3333333333333,39.55165398985652,1423,81,34118.49,2020-03-09,1,1,1,3,low value costumers
1693,3124,7,146,44,65.6666666666667,71.98842499550419,839,261,228276.31,2021-10-14,1,3,2,6,mid value costumers
1701,3627,40,42,14,32,15.620499351813308,3488,6,1652.21,2014-07-14,0,2,1,3,low value costumers
1713,3753,17,23,5,15,9.16515138991168,3651,10,524.89,2014-02-01,0,2,1,3,low value costumers
1717,3696,28,21,21,23.3333333333333,4.041451884327381,2087,49,11426.94,2018-05-15,2,2,1,5,mid value costumers
1725,3752,6,6,6,6,0,3725,6,421.07,2013-11-19,0,2,1,3,low value costumers
1727,3731,66,81,35,60.6666666666667,23.459184413217212,3540,5,886.6800000000001,2014-05-23,0,2,1,3,low value costumers
1742,3254,1020,15,51,362,570.1289327862602,1065,36,22490.53,2021-03-02,1,2,1,4,low value costumers
1752,3752,13,15,20,16,3.605551275463989,16,150,30222.02,2024-01-15,3,1,1,5,mid value costumers
1754,3747,132,26,24,60.6666666666667,61.78457196852086,429,106,53416.94,2022-11-28,3,1,1,5,mid value costumers
1755,3696,101,19,80,66.6666666666667,42.59499188089291,306,55,16154.36,2023-03-31,3,2,1,6,mid value costumers
1757,3745,210,20,1,77,115.57248807566617,2939,75,67594.87,2016-01-14,0,1,1,2,low value costumers
1758,3740,4,9,2,5,3.605551275463989,3249,92,24944.97,2015-03-10,0,1,1,2,low value costumers
1761,3739,2,21,792,271.666666666667,450.72201336670184,2386,45,7425.34,2017-07-20,2,2,1,5,mid value costumers
1762,3739,49,9,45,34.3333333333333,22.03028218914441,2982,21,24235.87,2015-12-02,0,2,1,3,low value costumers
1764,3724,911,26,34,323.666666666667,508.6613149565567,2192,27,31251.5,2018-01-30,2,2,1,5,mid value costumers
1766,3737,215,313,121,216.333333333333,96.00694419328913,2648,10,4988.56,2016-10-31,0,2,1,3,low value costumers
1767,3737,14,15,21,16.6666666666667,3.7859388972001824,3431,20,6188.23,2014-09-09,0,2,1,3,low value costumers
1768,3502,62,23,2,29,30.44667469527666,244,61,81564.84,2023-06-01,3,1,1,5,mid value costumers
1773,3733,35,159,10,68,79.79348344319854,3136,16,2497.2200000000003,2015-07-01,0,2,1,3,low value costumers
1774,3221,17,38,157,70.6666666666667,75.5005518743627,545,15,112272.08,2022-08-04,3,2,2,7,high value costumers
1775,3730,60,66,64,63.3333333333333,3.0550504633038935,3540,4,262.71,2014-05-23,0,2,1,3,low value costumers
1778,3719,110,10,15,45,56.34713834792323,1085,275,125908.83,2021-02-10,1,3,2,6,mid value costumers
1779,3725,113,129,40,94,47.44470465710583,2812,10,3315.74,2016-05-20,0,2,1,3,low value costumers
1782,3724,34,36,56,42,12.165525060596439,3429,11,2830.81,2014-09-11,0,2,1,3,low value costumers
1787,3722,7,7,19,11,6.928203230275509,3431,22,6306.1,2014-09-09,0,2,1,3,low value costumers
1795,3642,33,128,32,64.3333333333333,55.139217743211894,2172,36,29797.13,2018-02-19,2,2,1,5,mid value costumers
1797,3712,42,42,28,37.3333333333333,8.082903768654761,2115,32,12438.3,2018-04-17,2,2,1,5,mid value costumers
1798,3711,91,148,521,253.333333333333,233.5515646133276,19,26,8958.74,2024-01-12,3,2,1,6,mid value costumers
1800,3712,26,30,14,23.3333333333333,8.32666399786453,3542,8,2922.82,2014-05-21,0,2,1,3,low value costumers
1801,3712,75,78,73,75.3333333333333,2.516611478423583,3486,4,438.31,2014-07-16,0,2,1,3,low value costumers
1807,3710,21,490,61,190.666666666667,260.0006410248508,617,46,33931.54,2022-05-24,1,2,1,4,low value costumers
1809,3709,80,119,117,105.333333333333,21.96208854670551,13,12,6607.8,2024-01-18,3,2,1,6,mid value costumers
1810,3702,20,436,70,175.333333333333,227.12404833776043,1119,6,1942,2021-01-07,1,2,1,4,low value costumers
1811,3709,39,76,7,40.6666666666667,34.53018003621373,2175,36,15954.2,2018-02-16,2,2,1,5,mid value costumers
1812,3705,282,110,10,134,137.5790681753587,3303,4,1177,2015-01-15,0,2,1,3,low value costumers
1813,3707,16,12,98,42,48.53864439804639,3569,5,2849.02,2014-04-24,0,2,1,3,low value costumers
1815,3698,136,21,21,59.3333333333333,66.39528095680696,3345,8,2843.2599999999998,2014-12-04,0,2,1,3,low value costumers
1816,3703,181,3,10,64.6666666666667,100.80839912097272,14,368,822986.33,2024-01-17,3,3,0,6,mid value costumers
1817,3661,28,42,38,36,7.211102550927978,706,138,278615.46,2022-02-24,1,1,2,4,low value costumers
1821,3702,112,63,14,63,49,1337,55,12651.06,2020-06-03,1,2,1,4,low value costumers
1825,3701,1,5,16,7.33333333333333,7.767453465154029,3640,7,1306.98,2014-02-12,0,2,1,3,low value costumers
1827,3697,15,7,18,13.3333333333333,5.686240703077327,2773,73,17241.670000000002,2016-06-28,0,1,1,2,low value costumers
1829,3696,74,8,51,44.3333333333333,33.50124375800596,1562,23,4779.5,2019-10-22,2,2,1,5,mid value costumers
1831,3669,22,15,11,16,5.5677643628300215,3611,5,226.14000000000001,2014-03-13,0,2,1,3,low value costumers
1833,3695,1,613,1,205,353.338364744051,3080,4,2571.25,2015-08-26,0,2,1,3,low value costumers
1841,3688,1,3,10,4.66666666666667,4.725815626252608,3624,14,39793.4,2014-02-28,0,2,1,3,low value costumers
1842,3688,1,2,1,1.33333333333333,0.5773502691896257,3470,52,106986.64,2014-08-01,0,2,2,4,low value costumers
1843,3688,6,4,10,6.66666666666667,3.0550504633038935,3499,48,115094.63,2014-07-03,0,2,2,4,low value costumers
1845,3687,2,5,7,4.66666666666667,2.516611478423583,7,69,32947.95,2024-01-24,3,1,1,5,mid value costumers
1847,3652,20,12,15,15.6666666666667,4.041451884327381,3514,9,4406.49,2014-06-18,0,2,1,3,low value costumers
1848,3675,8,7,10,8.33333333333333,1.5275252316519468,3463,37,7820.35,2014-08-08,0,2,1,3,low value costumers
1852,3676,56,17,3,25.3333333333333,27.465129406819358,2554,45,30768.4,2017-02-02,2,2,1,5,mid value costumers
1853,3680,169,54,269,164,107.58717395675006,1602,91,100012.87,2019-09-12,2,1,2,5,mid value costumers
1857,3674,15,20,15,16.6666666666667,2.886751345948129,2792,60,27255.95,2016-06-09,0,1,1,2,low value costumers
1863,3668,48,21,22,30.3333333333333,15.30795000427338,41,244,161304.5,2023-12-21,3,3,2,8,high value costumers
1864,3674,35,14,18,22.3333333333333,11.150485789118488,3607,4,2214.1,2014-03-17,0,2,1,3,low value costumers
1865,3666,157,77,32,88.6666666666667,63.31139971074193,2998,17,161554.28,2015-11-16,0,2,2,4,low value costumers
1866,3669,48,76,72,65.3333333333333,15.14375558880073,3382,9,2151.16,2014-10-28,0,2,1,3,low value costumers
1868,3669,28,9,8,15,11.269427669584644,3611,5,1072.91,2014-03-13,0,2,1,3,low value costumers
1870,3668,7,14,28,16.3333333333333,10.692676621563626,1,231,105061.63,2024-01-30,3,3,2,8,high value costumers
1872,3667,7,1,7,5,3.4641016151377544,0,481,450364.31,2024-01-31,3,0,0,3,low value costumers
1877,3666,42,32,29,34.3333333333333,6.8068592855540455,3389,9,2196.78,2014-10-21,0,2,1,3,low value costumers
1878,3661,380,8,96,161.333333333333,194.41536290461548,1811,38,19084,2019-02-15,2,2,1,5,mid value costumers
1880,3663,602,20,3,208.333333333333,341.03127911283053,1757,36,18820.7,2019-04-10,2,2,1,5,mid value costumers
1882,3661,1364,33,587,661.333333333333,668.6062618113394,436,22,12595.74,2022-11-21,3,2,1,6,mid value costumers
1883,3661,7,6,6,6.33333333333333,0.5773502691896257,3067,44,18977.65,2015-09-08,0,2,1,3,low value costumers
1885,1045,36,36,1,24.3333333333333,20.207259421636902,349,20,6644.67,2023-02-16,3,2,1,6,mid value costumers
1887,3659,362,15,21,132.666666666667,198.63114895034298,3157,9,4150,2015-06-10,0,2,1,3,low value costumers
1889,3655,30,79,28,45.6666666666667,28.88482877451991,145,197,200260.97,2023-09-08,3,3,2,8,high value costumers
1891,3655,26,29,29,28,1.7320508075688772,3544,5,819.51,2014-05-19,0,2,1,3,low value costumers
1892,3655,329,45,21,131.666666666667,171.31647128438448,632,101,88330.56999999999,2022-05-09,1,1,1,3,low value costumers
1896,3634,27,270,3,100,147.7125587077822,240,46,40526.22,2023-06-05,3,2,1,6,mid value costumers
1898,3649,81,16,4,33.6666666666667,41.428653530296316,2998,42,23178.45,2015-11-16,0,2,1,3,low value costumers
1902,3634,21,15,63,33,26.153393661244042,2197,36,10090.55,2018-01-25,2,2,1,5,mid value costumers
1903,1090,6,13,7,8.66666666666667,3.7859388972001824,0,155,584822.91,2024-01-31,3,1,0,4,low value costumers
1904,3646,27,140,22,63,66.73080248281148,336,50,19799.72,2023-03-01,3,2,1,6,mid value costumers
1905,3649,86,77,188,117,61.652250567193406,908,107,25866.18,2021-08-06,1,1,1,3,low value costumers
1906,3648,22,4,1,9,11.357816691600547,2598,24,6816.03,2016-12-20,0,2,1,3,low value costumers
1909,3648,96,49,195,113.333333333333,74.52739988308551,2346,9,1456.8,2017-08-29,2,2,1,5,mid value costumers
1910,3642,869,19,23,303.666666666667,489.5971132812502,2261,10,2043.14,2017-11-22,2,2,1,5,mid value costumers
1912,3376,512,49,24,195,274.81448287890504,2749,7,1784.77,2016-07-22,0,2,1,3,low value costumers
1914,3647,5,11,11,9,3.4641016151377544,1428,94,61586.03,2020-03-04,1,1,1,3,low value costumers
1915,3646,82,506,11,199.666666666667,267.6571189662874,3018,5,581.8,2015-10-27,0,2,1,3,low value costumers
1916,1709,25,8,9,14,9.539392014169456,2,237,121216.17,2024-01-29,3,3,2,8,high value costumers
1918,3626,8,47,29,28,19.519221295943137,3387,12,4201.69,2014-10-23,0,2,1,3,low value costumers
1919,3639,7,32,11,16.6666666666667,13.428824718989125,3281,23,5315.38,2015-02-06,0,2,1,3,low value costumers
1924,3639,28,7,49,28,21,3376,7,1485.36,2014-11-03,0,2,1,3,low value costumers
1925,3641,193,115,70,126,62.23343153000644,3263,4,647.96,2015-02-24,0,2,1,3,low value costumers
1927,3640,92,27,153,90.6666666666667,63.01058112200945,595,10,4021.5,2022-06-15,1,2,1,4,low value costumers
1928,3640,15,8,42,21.6666666666667,17.95364401266031,3554,6,2388.57,2014-05-09,0,2,1,3,low value costumers
1929,3640,54,50,56,53.3333333333333,3.0550504633038935,3480,4,809.05,2014-07-22,0,2,1,3,low value costumers
1931,3640,36,14,88,46,38,2499,20,10626.66,2017-03-29,2,2,1,5,mid value costumers
1932,3640,15,26,13,18,7,2576,14,3403.05,2017-01-11,0,2,1,3,low value costumers
1934,3639,14,14,14,14,0,1084,24,7232.1900000000005,2021-02-11,1,2,1,4,low value costumers
1935,3639,169,19,7,65,90.26627277117406,3444,4,2268.02,2014-08-27,0,2,1,3,low value costumers
1936,3639,103,1669,26,599.333333333333,927.1582029693386,1554,9,7795.1900000000005,2019-10-30,2,2,1,5,mid value costumers
1937,3639,81,24,27,44,32.07802986469088,3473,5,2124.07,2014-07-29,0,2,1,3,low value costumers
1938,3639,124,307,43,158,135.2442235365341,3061,6,2790.73,2015-09-14,0,2,1,3,low value costumers
1939,3639,15,41,20,25.3333333333333,13.796134724383252,3549,5,3704.98,2014-05-14,0,2,1,3,low value costumers
1941,3639,309,60,156,175,125.58264211267415,1121,107,38469.79,2021-01-05,1,1,1,3,low value costumers
1942,3537,1,20,20,13.6666666666667,10.969655114602888,8,168,456717.29,2024-01-23,3,1,0,4,low value costumers
1945,3639,2681,57,34,924,1521.6500911839096,867,4,7085.68,2021-09-16,1,2,1,4,low value costumers
1947,3599,73,2720,36,943,1539.0383361047247,6,10,7876.45,2024-01-25,3,2,1,6,mid value costumers
1950,3604,854,164,20,346,445.79367424852495,2434,13,5662.91,2017-06-02,2,2,1,5,mid value costumers
1951,3522,25,34,57,38.6666666666667,16.502525059315417,2231,30,23143.63,2017-12-22,2,2,1,5,mid value costumers
1952,3558,11,17,14,14,3,2494,111,38655.479999999996,2017-04-03,2,1,1,4,low value costumers
1953,3632,128,16,13,52.3333333333333,65.54642120919596,2091,63,41339.979999999996,2018-05-11,2,1,1,4,low value costumers
1954,3514,83,63,63,69.6666666666667,11.547005383792516,2249,20,8577.55,2017-12-04,2,2,1,5,mid value costumers
1955,3458,48,26,15,29.6666666666667,16.802777548171413,2234,38,6414.16,2017-12-19,2,2,1,5,mid value costumers
1956,3633,354,336,147,279,114.66908912169835,792,11,4933.18,2021-11-30,1,2,1,4,low value costumers
1957,3633,360,68,1161,529.666666666667,565.9084142627086,2036,5,2000.6499999999999,2018-07-05,2,2,1,5,mid value costumers
1958,3633,217,43,56,105.333333333333,96.92436914075496,70,64,24761,2023-11-22,3,1,1,5,mid value costumers
1959,3633,28,22,7,19,10.816653826391969,2967,30,10323.43,2015-12-17,0,2,1,3,low value costumers
1961,3633,4,3,4,3.66666666666667,0.5773502691896257,2,232,299516.46,2024-01-29,3,3,2,8,high value costumers
1962,3633,4,4,12,6.66666666666667,4.618802153517006,8,301,157645.41,2024-01-23,3,3,2,8,high value costumers
1963,3626,88,13,25,42,40.28647415696737,1395,28,11026.44,2020-04-06,1,2,1,4,low value costumers
1964,3613,49,342,153,181.333333333333,148.54067905235027,420,5,5364,2022-12-07,3,2,1,6,mid value costumers
1969,3632,2,8,19,9.66666666666667,8.621678104251709,2183,107,68886.28,2018-02-08,2,1,1,4,low value costumers
1970,3631,45,33,33,37,6.928203230275509,41,39,6627.67,2023-12-21,3,2,1,6,mid value costumers
1971,3590,4,33,8,15,15.716233645501712,2259,49,25988.3,2017-11-24,2,2,1,5,mid value costumers
1976,3628,753,66,145,321.333333333333,375.91532734557836,877,15,15124.78,2021-09-06,1,2,1,4,low value costumers
1978,3628,50,19,23,30.6666666666667,16.862186493255653,2542,57,15876.14,2017-02-14,2,1,1,4,low value costumers
1982,3586,35,8,3,15.3333333333333,17.21433511156714,3134,31,25428.51,2015-07-03,0,2,1,3,low value costumers
1983,3558,70,8,105,61,49.122296363260546,2297,37,7501.87,2017-10-17,2,2,1,5,mid value costumers
1985,3530,17,60,44,40.3333333333333,21.73323108360405,2497,20,5157.46,2017-03-31,2,2,1,5,mid value costumers
1989,3627,73,8,1,27.3333333333333,39.70306453327417,2319,73,35947.51,2017-09-25,2,1,1,4,low value costumers
1990,3555,7,8,56,23.6666666666667,28.005951748393294,3024,40,29649.57,2015-10-21,0,2,1,3,low value costumers
1992,3558,34,41,47,40.6666666666667,6.506407098647712,2249,51,15676.57,2017-12-04,2,2,1,5,mid value costumers
1993,3614,649,73,40,254,342.4777365026813,1639,45,20392.38,2019-08-06,2,2,1,5,mid value costumers
1997,3558,29,84,5,39.3333333333333,40.5010287935175,2059,229,178403.66,2018-06-12,2,3,2,7,high value costumers
2000,3558,7,7,5,6.33333333333333,1.1547005383792515,2920,102,39248.29,2016-02-02,0,1,1,2,low value costumers
2001,3627,63,14,134,70.3333333333333,60.33517492585344,838,5,2001.78,2021-10-15,1,2,1,4,low value costumers
2003,3522,48,30,21,33,13.74772708486752,2374,37,6492.46,2017-08-01,2,2,1,5,mid value costumers
2004,3555,46,49,45,46.6666666666667,2.0816659994661326,2270,28,7536.94,2017-11-13,2,2,1,5,mid value costumers
2006,3536,74,83,30,62.3333333333333,28.36077102854105,2242,18,6320.95,2017-12-11,2,2,1,5,mid value costumers
2007,3593,85,200,58,114.333333333333,75.40778032360674,1218,49,9083.78,2020-09-30,1,2,1,4,low value costumers
2010,3625,36,50,25,37,12.529964086141668,3409,15,5630,2014-10-01,0,2,1,3,low value costumers
2011,3625,64,61,42,55.6666666666667,11.930353445448855,3052,26,25669.69,2015-09-23,0,2,1,3,low value costumers
2012,3625,7,103,37,49,49.1121166312347,3445,5,2804.43,2014-08-26,0,2,1,3,low value costumers
2015,3625,581,73,97,250.333333333333,286.6170499696997,902,14,2864.9700000000003,2021-08-12,1,2,1,4,low value costumers
2017,3624,14,21,69,34.6666666666667,29.93882651897588,3520,4,1303.83,2014-06-12,0,2,1,3,low value costumers
2018,3624,15,91,32,46,39.88734135035826,2030,105,121908.05,2018-07-11,2,1,2,5,mid value costumers
2019,3619,347,33,30,136.666666666667,182.16018591704756,2175,33,14158.5,2018-02-16,2,2,1,5,mid value costumers
2020,3619,13,14,15,14,1,2,52,59789.94,2024-01-29,3,2,1,6,mid value costumers
2022,3617,76,35,27,46,26.28687885618983,3479,4,997.89,2014-07-23,0,2,1,3,low value costumers
2023,3612,21,14,14,16.3333333333333,4.041451884327381,3520,7,3193.51,2014-06-12,0,2,1,3,low value costumers
2024,3618,951,17,6,324.666666666667,542.448461453559,2407,13,5490.07,2017-06-29,2,2,1,5,mid value costumers
2026,3618,8,7,12,9,2.6457513110645907,3569,5,2734.63,2014-04-24,0,2,1,3,low value costumers
2028,3611,25,38,31,31.3333333333333,6.506407098647712,681,17,10681.73,2022-03-21,1,2,1,4,low value costumers
2035,3612,28,47,28,34.3333333333333,10.969655114602888,51,42,87320.25,2023-12-11,3,2,1,6,mid value costumers
2036,2704,70,41,45,52,15.716233645501712,13,41,61865.14,2024-01-18,3,2,1,6,mid value costumers
2038,3599,13,29,26,22.6666666666667,8.504900548115382,14,95,183134.17,2024-01-17,3,1,2,6,mid value costumers
2039,3612,7,7,7,7,0,2,113,85072.66,2024-01-29,3,1,1,5,mid value costumers
2040,3611,30,49,837,305.333333333333,460.5348340064336,2618,7,3231.23,2016-11-30,0,2,1,3,low value costumers
